9.715008491184562445e-05	9.980207681655883789e-01	5.798030088044470176e-06	1.876210910268127918e-03
7.336285534620401450e-07	1.127790909549730713e-07	9.999525547027587891e-01	4.657747194869443774e-05
9.884369969367980957e-01	1.263627927983179688e-05	8.348814211785793304e-03	3.201535437256097794e-03
3.616568818688392639e-02	5.231393128633499146e-02	3.362724930047988892e-02	8.778931498527526855e-01
4.172628393916966161e-07	5.821035031772225921e-08	9.997901320457458496e-01	2.093485381919890642e-04
1.458208728581666946e-02	1.673580147325992584e-03	9.640575647354125977e-01	1.968677528202533722e-02
9.920144081115722656e-01	2.699995820876210928e-05	4.600648768246173859e-03	3.357918234542012215e-03
5.081810057163238525e-02	8.077226281166076660e-01	1.453573536127805710e-02	1.269234865903854370e-01
2.102360129356384277e-03	9.315951466560363770e-01	7.917692710179835558e-05	6.622330844402313232e-02
3.960113227367401123e-02	3.568038046360015869e-01	6.575489882379770279e-03	5.970195531845092773e-01
3.593305518734268844e-05	5.065858204034157097e-06	9.986195564270019531e-01	1.339447451755404472e-03
9.696032404899597168e-01	4.824134812224656343e-04	2.587825059890747070e-02	4.036010708659887314e-03
9.336185030406340957e-05	9.983727335929870605e-01	9.595534038453479297e-07	1.532986294478178024e-03
8.969143382273614407e-04	3.647471666336059570e-01	1.201518694870173931e-03	6.331543922424316406e-01
8.501040582586938399e-08	5.711020634180385969e-08	9.996383190155029297e-01	3.615710302256047726e-04
7.493607699871063232e-02	1.067388653755187988e-01	3.824893012642860413e-02	7.800761461257934570e-01
1.429149142495589331e-05	1.294124376727268100e-05	9.999518394470214844e-01	2.101641257468145341e-05
9.274642914533615112e-02	5.364392995834350586e-01	1.784140802919864655e-02	3.529728055000305176e-01
5.280633340589702129e-04	9.963586926460266113e-01	1.661071109992917627e-05	3.096642438322305679e-03
2.108106542664245353e-07	2.157304663796821842e-07	9.998468160629272461e-01	1.527062413515523076e-04
7.402349001495167613e-05	9.968535304069519043e-01	3.130153572783456184e-06	3.069289261475205421e-03
1.202748715877532959e-02	1.719543710350990295e-02	3.343429416418075562e-02	9.373428225517272949e-01
1.683841925114393234e-03	7.831514477729797363e-01	4.925075918436050415e-04	2.146721333265304565e-01
3.582957575076761714e-08	7.666389745253354704e-10	9.999818801879882812e-01	1.811037873267196119e-05
9.997264742851257324e-01	2.320478961337357759e-05	1.638242101762443781e-04	8.646318019600585103e-05
2.511260959181527141e-07	9.627597563621748122e-08	9.999377727508544922e-01	6.188447878230363131e-05
4.026065880680107512e-07	1.053037990139671365e-09	9.999948740005493164e-01	4.786535100720357150e-06
9.998586177825927734e-01	2.026788388320710510e-05	3.077618748648092151e-05	9.026958286995068192e-05
1.599051320226863027e-04	9.952835440635681152e-01	1.571001848788000643e-05	4.540827590972185135e-03
1.020875573158264160e-01	1.029692441225051880e-01	1.157650426030158997e-01	6.791781783103942871e-01
2.427095780149102211e-03	9.837052822113037109e-01	2.208470250479876995e-04	1.364680286496877670e-02
7.367054000496864319e-03	6.604183465242385864e-02	2.167217899113893509e-03	9.244239330291748047e-01
3.555748262442648411e-04	2.894871681928634644e-02	5.196740385144948959e-04	9.701761007308959961e-01
9.996742010116577148e-01	2.203054318670183420e-04	1.992001671169418842e-05	8.551725477445870638e-05
1.088311057537794113e-02	4.153692722320556641e-01	8.493772475048899651e-04	5.728982090950012207e-01
4.575879778712987900e-03	7.356602549552917480e-01	6.437218980863690376e-04	2.591201364994049072e-01
1.289120689034461975e-02	8.031672239303588867e-01	3.448944538831710815e-03	1.804925501346588135e-01
8.304891735315322876e-02	9.253658354282379150e-02	3.798733279109001160e-02	7.864270806312561035e-01
1.592787057161331177e-01	1.399635970592498779e-01	1.310451030731201172e-01	5.697126388549804688e-01
9.254678487777709961e-01	6.348881125450134277e-02	1.630306505830958486e-04	1.088028494268655777e-02
9.996562004089355469e-01	2.286044582433532923e-05	6.464330363087356091e-05	2.562929585110396147e-04
1.253032241947948933e-04	4.212463863950688392e-06	9.983225464820861816e-01	1.547939144074916840e-03
4.189950857380608795e-07	1.443677888346428517e-08	9.994460940361022949e-01	5.533853545784950256e-04
4.286342300474643707e-05	9.992941617965698242e-01	8.420566359745862428e-07	6.620993372052907944e-04
6.408705376088619232e-03	8.982622623443603516e-01	1.034675166010856628e-03	9.429435431957244873e-02
2.760101668536663055e-02	3.504904210567474365e-01	4.749286919832229614e-03	6.171593070030212402e-01
2.639836225171166006e-07	2.107528018768789480e-08	9.999161958694458008e-01	8.356492617167532444e-05
9.317890405654907227e-01	7.146332063712179661e-05	5.800226330757141113e-02	1.013721991330385208e-02
2.779742702841758728e-03	5.959641337394714355e-01	6.067669601179659367e-04	4.006492793560028076e-01
9.992614388465881348e-01	9.771183977136388421e-05	5.036326547269709408e-05	5.904602585360407829e-04
9.571434259414672852e-01	2.546060131862759590e-03	2.928917296230792999e-02	1.102135051041841507e-02
1.287052757106721401e-03	9.959844350814819336e-01	1.039021299220621586e-04	2.624614862725138664e-03
5.414718389511108398e-02	3.796753287315368652e-01	2.005482092499732971e-02	5.461226701736450195e-01
9.997220635414123535e-01	2.218884583271574229e-05	7.703894516453146935e-05	1.786897628335282207e-04
3.540929756127297878e-04	9.657546877861022949e-01	1.535043156764004380e-05	3.387581557035446167e-02
2.516251988708972931e-02	5.856904983520507812e-01	2.566103590652346611e-03	3.865808248519897461e-01
8.156901597976684570e-01	6.208968162536621094e-02	9.701263043098151684e-04	1.212500706315040588e-01
